survey_id,average_time_spent_on_unpaid_domestic_and_care_work,proficiency_in_numeracy,proficiency_in_literacy,below_poverty_line,employment_status,survey_year,takes_by_personal_id
12135,25,0,0,0,employed,2019,10135
12136,11,0,1,1,employed,2019,10136
12137,40,1,1,1,employed,2019,10137
12138,12,1,1,1,employed,2019,10138
12139,9,0,1,1,unemployed,2019,10139
12140,8,1,0,0,employed,2019,10140
12141,11,1,1,1,employed,2019,10141
12142,13,1,0,0,employed,2019,10142
12143,10,1,1,1,employed,2019,10143
12144,4,1,0,1,employed,2019,10144
12145,19,1,1,0,employed,2019,10145
12146,12,1,0,1,employed,2019,10146
12147,19,1,0,1,employed,2019,10147
12148,19,0,1,0,employed,2019,10148
12149,11,1,0,1,unemployed,2019,10149
12150,10,1,1,1,employed,2019,10150
12151,17,1,0,1,unemployed,2019,10151
12152,34,1,1,1,below_minimum_legal_work_age,2019,10152
12153,22,1,1,1,employed,2019,10153
12154,12,1,1,1,unemployed,2019,10154
12155,29,1,1,1,unemployed,2019,10155
12156,8,1,1,1,unemployed,2019,10156
12157,28,1,1,1,employed,2019,10157
12158,15,1,1,0,employed,2019,10158
12159,5,0,0,1,employed,2019,10159
12160,12,0,0,1,employed,2019,10160
12161,26,1,1,0,employed,2019,10161
12162,38,1,1,1,below_minimum_legal_work_age,2019,10162
12163,5,1,1,1,employed,2019,10163
12164,7,1,1,0,unemployed,2019,10164
12165,18,1,0,1,unemployed,2019,10165
12166,11,0,1,1,employed,2019,10166
12167,38,0,1,1,employed,2019,10167
12168,21,1,0,1,unemployed,2019,10168
12169,10,1,1,0,below_minimum_legal_work_age,2019,10169
12170,8,0,1,1,unemployed,2019,10170
12171,11,1,1,1,unemployed,2019,10171
12172,15,1,0,1,unemployed,2019,10172
12173,6,1,1,0,unemployed,2019,10173
12174,4,1,1,1,unemployed,2019,10174
12175,10,0,1,1,employed,2019,10175
12176,11,1,1,0,employed,2019,10176
12177,28,1,1,1,employed,2019,10177
12178,34,1,0,1,below_minimum_legal_work_age,2019,10178
12179,40,1,1,0,unemployed,2019,10179
12180,9,1,1,0,unemployed,2019,10180
12181,20,0,0,1,unemployed,2019,10181
12182,13,0,1,1,unemployed,2019,10182
12183,11,0,1,1,employed,2019,10183
12184,7,1,1,0,below_minimum_legal_work_age,2019,10184
12185,28,1,1,1,below_minimum_legal_work_age,2019,10185
12186,4,1,1,0,employed,2019,10186
12187,10,1,0,1,employed,2019,10187
12188,28,1,0,1,employed,2019,10188
12189,39,1,0,1,employed,2019,10189
12190,11,1,0,1,employed,2019,10190
12191,4,1,1,0,employed,2019,10191
12192,4,1,1,1,employed,2019,10192
12193,34,1,0,1,employed,2019,10193
12194,5,0,1,1,unemployed,2019,10194
12195,8,0,1,1,employed,2019,10195
12196,8,1,0,1,unemployed,2019,10196
12197,25,0,0,1,below_minimum_legal_work_age,2019,10197
12198,11,1,1,1,below_minimum_legal_work_age,2019,10198
12199,20,1,0,1,employed,2019,10199
12200,7,1,1,1,employed,2019,10200
12201,9,1,1,1,below_minimum_legal_work_age,2020,10201
12202,18,1,1,1,employed,2020,10202
12203,4,0,1,1,unemployed,2020,10203
12204,12,1,0,1,employed,2020,10204
12205,29,0,1,1,employed,2020,10205
12206,13,0,1,1,below_minimum_legal_work_age,2020,10206
12207,23,0,0,1,employed,2020,10207
12208,26,1,1,1,employed,2020,10208
12209,22,1,0,1,employed,2020,10209
12210,13,1,1,1,employed,2020,10210
12211,17,1,1,1,unemployed,2020,10211
12212,12,1,1,0,employed,2020,10212
12213,10,1,1,1,employed,2020,10213
12214,20,0,1,1,unemployed,2020,10214
12215,25,1,0,0,employed,2020,10215
12216,36,0,1,0,below_minimum_legal_work_age,2020,10216
12217,23,1,1,1,employed,2020,10217
12218,19,0,1,0,unemployed,2020,10218
12219,27,1,0,1,below_minimum_legal_work_age,2020,10219
12220,17,1,1,1,employed,2020,10220
12221,36,1,1,0,employed,2020,10221
12222,31,1,1,1,employed,2020,10222
12223,24,1,1,0,employed,2020,10223
12224,24,1,1,0,employed,2020,10224
12225,10,0,0,1,unemployed,2020,10225
12226,6,1,1,1,employed,2020,10226
12227,20,1,0,1,below_minimum_legal_work_age,2020,10227
12228,17,1,1,1,unemployed,2020,10228
12229,13,1,0,1,employed,2020,10229
12230,38,1,1,0,employed,2020,10230
12231,31,1,1,1,employed,2020,10231
12232,6,1,0,0,employed,2020,10232
12233,12,1,0,1,unemployed,2020,10233
12234,11,1,1,1,employed,2020,10234
12235,31,1,1,0,employed,2020,10235
12236,6,0,1,1,employed,2020,10236
12237,8,0,1,1,employed,2020,10237
12238,13,1,0,1,unemployed,2020,10238
12239,32,1,1,1,employed,2020,10239
12240,33,1,1,1,employed,2020,10240
12241,13,1,1,1,unemployed,2020,10241
12242,16,1,0,1,employed,2020,10242
12243,12,1,0,1,below_minimum_legal_work_age,2020,10243
12244,5,1,1,1,employed,2020,10244
12245,4,1,0,1,below_minimum_legal_work_age,2020,10245
12246,20,0,1,0,unemployed,2020,10246
12247,8,1,1,1,employed,2020,10247
12248,37,1,1,1,employed,2020,10248
12249,20,0,1,1,employed,2020,10249
12250,31,1,1,1,employed,2020,10250
12251,33,0,1,1,employed,2020,10251
12252,6,0,0,1,unemployed,2020,10252
12253,23,0,1,1,employed,2020,10253
12254,10,0,1,1,unemployed,2020,10254
12255,6,1,1,1,employed,2020,10255
12256,9,1,0,1,employed,2020,10256
12257,9,1,1,0,unemployed,2020,10257
12258,20,1,1,1,employed,2020,10258
12259,5,1,1,0,employed,2020,10259
12260,9,1,1,1,employed,2020,10260
12261,12,1,0,1,unemployed,2020,10261
12262,8,1,1,1,below_minimum_legal_work_age,2020,10262
12263,9,1,0,1,below_minimum_legal_work_age,2020,10263
12264,9,1,1,1,employed,2020,10264
12265,10,1,1,1,unemployed,2020,10265
12266,12,1,1,1,unemployed,2020,10266
12267,8,1,1,1,below_minimum_legal_work_age,2020,10267
12268,11,1,1,1,employed,2020,10268
12269,9,1,0,1,employed,2020,10269
12270,6,0,1,1,unemployed,2020,10270
12271,17,0,1,1,unemployed,2020,10271
12272,23,1,1,0,employed,2020,10272
12273,20,1,1,0,unemployed,2020,10273
12274,32,1,1,0,unemployed,2020,10274
12275,6,1,0,1,employed,2020,10275
12276,12,1,1,0,employed,2020,10276
12277,10,1,1,1,employed,2020,10277
12278,28,1,1,1,employed,2020,10278
12279,9,1,0,1,employed,2020,10279
12280,22,1,1,1,employed,2020,10280
12281,13,0,1,1,employed,2020,10281
12282,10,1,1,1,employed,2020,10282
12283,8,1,0,0,employed,2020,10283
12284,10,0,0,1,unemployed,2020,10284
12285,30,1,0,1,employed,2020,10285
12286,31,1,1,0,employed,2020,10286
12287,14,1,1,0,unemployed,2020,10287
12288,37,1,1,1,employed,2020,10288
12289,38,1,1,1,unemployed,2020,10289
12290,16,0,0,1,employed,2020,10290
12291,19,1,0,0,employed,2020,10291
12292,9,0,1,1,employed,2020,10292
12293,7,0,1,1,employed,2020,10293
12294,12,0,1,1,employed,2020,10294
12295,23,1,1,1,employed,2020,10295
12296,6,1,0,0,employed,2020,10296
12297,17,1,1,0,employed,2020,10297
12298,6,1,1,1,unemployed,2020,10298
12299,22,1,0,0,employed,2020,10299
12300,10,1,1,0,employed,2020,10300
12301,4,0,1,1,below_minimum_legal_work_age,2020,10301
12302,27,1,1,1,employed,2020,10302
12303,20,1,1,1,employed,2020,10303
12304,12,1,1,1,employed,2020,10304
12305,36,1,0,0,employed,2020,10305
12306,9,0,1,1,employed,2020,10306
12307,36,1,1,1,unemployed,2020,10307
12308,22,1,1,1,unemployed,2020,10308
12309,7,1,0,1,employed,2020,10309
12310,16,1,1,1,below_minimum_legal_work_age,2020,10310
12311,10,1,1,1,employed,2020,10311
12312,15,0,1,1,employed,2020,10312
12313,10,1,1,1,unemployed,2020,10313
12314,5,0,1,1,employed,2020,10314
12315,39,0,0,1,employed,2020,10315
12316,19,1,0,1,unemployed,2020,10316
12317,20,1,1,1,employed,2020,10317
12318,6,1,1,1,employed,2020,10318
12319,25,1,0,1,unemployed,2020,10319
12320,17,1,1,1,employed,2020,10320
12321,7,1,1,0,employed,2020,10321
12322,4,1,1,1,employed,2020,10322
12323,8,1,1,1,unemployed,2020,10323
12324,20,1,1,1,unemployed,2020,10324
12325,14,1,1,1,employed,2020,10325
12326,37,1,1,1,below_minimum_legal_work_age,2020,10326
12327,10,1,1,1,unemployed,2020,10327
12328,7,0,1,1,employed,2020,10328
12329,7,1,1,1,unemployed,2020,10329
12330,33,1,1,1,employed,2020,10330
12331,5,0,0,1,unemployed,2020,10331
12332,32,0,1,1,below_minimum_legal_work_age,2020,10332
12333,25,0,1,1,unemployed,2020,10333
12334,18,1,0,1,employed,2020,10334
12335,12,1,1,1,unemployed,2020,10335
12336,9,1,1,1,employed,2020,10336
12337,8,0,1,1,below_minimum_legal_work_age,2020,10337
12338,12,0,1,0,employed,2020,10338
12339,12,1,0,1,employed,2020,10339
12340,9,1,0,0,employed,2020,10340
12341,27,1,0,1,unemployed,2020,10341
12342,12,1,1,1,employed,2020,10342
12343,38,1,0,1,unemployed,2020,10343
12344,11,1,1,1,employed,2020,10344
12345,28,0,1,1,employed,2020,10345
12346,24,1,1,1,below_minimum_legal_work_age,2020,10346
12347,35,1,1,0,employed,2020,10347
12348,25,1,1,1,employed,2020,10348
12349,38,0,1,1,below_minimum_legal_work_age,2020,10349
12350,39,0,1,0,employed,2020,10350
12351,28,1,0,1,unemployed,2020,10351
12352,8,1,1,0,employed,2020,10352
12353,10,1,1,0,employed,2020,10353
12354,6,1,0,0,unemployed,2020,10354
12355,9,1,0,1,employed,2020,10355
12356,9,0,1,1,below_minimum_legal_work_age,2020,10356
12357,29,1,0,1,below_minimum_legal_work_age,2020,10357
12358,12,1,1,1,unemployed,2020,10358
12359,13,0,0,0,below_minimum_legal_work_age,2020,10359
12360,25,1,0,0,employed,2020,10360
12361,21,1,1,1,below minimum working age,2020,10152
12362,7,1,1,0,employed,2020,10092
12363,11,1,1,1,employed,2020,10143
12364,13,1,1,0,employed,2020,10184
12365,13,0,1,0,employed,2020,10061
12366,7,1,1,0,below minimum working age,2020,10027
12367,30,1,0,0,below minimum working age,2020,10197
12368,27,1,1,1,employed,2020,10188
12369,29,1,1,0,employed,2020,10132
12370,30,1,0,1,employed,2020,10168
12371,9,1,1,1,employed,2020,10150
12372,25,1,1,0,unemployed,2020,10079
12373,10,0,1,0,unemployed,2020,10182
12374,32,1,1,1,employed,2020,10016
12375,25,0,0,0,unemployed,2020,10020
12376,6,1,1,0,unemployed,2020,10134
12377,35,1,1,0,below minimum working age,2020,10103
12378,6,0,1,1,employed,2020,10166
12379,10,1,1,0,unemployed,2020,10180
12380,30,1,1,0,unemployed,2020,10046
12381,8,1,0,0,unemployed,2020,10159
12382,36,0,1,0,unemployed,2020,10057
12383,6,1,1,0,employed,2020,10011
12384,31,1,1,0,employed,2020,10084
12385,11,1,1,0,employed,2020,10186
12386,30,1,1,0,employed,2020,10190
12387,24,1,1,0,employed,2020,10014
12388,5,1,1,0,unemployed,2020,10115
12389,6,1,1,0,employed,2020,10009
12390,28,1,1,0,employed,2020,10026
12391,8,0,1,1,unemployed,2020,10015
12392,31,1,1,1,employed,2020,10097
12393,9,0,1,0,employed,2020,10034
12394,5,1,1,1,unemployed,2020,10149
12395,11,1,0,0,employed,2020,10181
12396,20,1,1,0,employed,2020,10104
12397,32,1,0,0,employed,2020,10147
12398,11,0,1,0,employed,2020,10183
12399,10,0,1,0,employed,2020,10119
12400,5,1,1,0,employed,2020,10010
12401,26,1,1,1,below_minimum_legal_work_age,2021,10361
12402,10,1,1,1,employed,2021,10362
12403,13,1,1,1,below_minimum_legal_work_age,2021,10363
12404,26,1,0,1,unemployed,2021,10364
12405,28,0,1,1,employed,2021,10365
12406,14,1,1,1,below_minimum_legal_work_age,2021,10366
12407,10,1,0,1,unemployed,2021,10367
12408,20,1,0,0,employed,2021,10368
12409,39,1,1,1,employed,2021,10369
12410,27,1,1,1,employed,2021,10370
12411,12,0,1,1,employed,2021,10371
12412,13,1,1,1,unemployed,2021,10372
12413,7,1,0,0,employed,2021,10373
12414,10,1,0,0,employed,2021,10374
12415,6,1,1,1,below_minimum_legal_work_age,2021,10375
12416,9,0,0,0,below_minimum_legal_work_age,2021,10376
12417,24,1,1,1,employed,2021,10377
12418,13,1,1,0,unemployed,2021,10378
12419,12,1,0,1,employed,2021,10379
12420,30,1,0,1,employed,2021,10380
12421,11,0,0,1,employed,2021,10381
12422,22,1,0,1,below_minimum_legal_work_age,2021,10382
12423,6,1,1,1,unemployed,2021,10383
12424,21,1,1,1,employed,2021,10384
12425,29,1,0,1,employed,2021,10385
12426,4,1,1,1,unemployed,2021,10386
12427,6,1,0,1,employed,2021,10387
12428,10,1,1,1,employed,2021,10388
12429,13,1,1,0,employed,2021,10389
12430,23,0,1,1,below_minimum_legal_work_age,2021,10390
12431,6,1,1,1,employed,2021,10391
12432,13,1,1,0,employed,2021,10392
12433,9,0,1,1,unemployed,2021,10393
12434,13,1,1,1,employed,2021,10394
12435,28,1,1,0,unemployed,2021,10395
12436,10,1,1,1,employed,2021,10396
12437,6,0,1,1,employed,2021,10397
12438,35,1,1,1,employed,2021,10398
12439,5,1,0,1,employed,2021,10399
12440,13,0,1,1,employed,2021,10400
12441,5,1,1,1,employed,2021,10401
12442,24,1,1,1,unemployed,2021,10402
12443,22,0,1,1,employed,2021,10403
12444,35,1,1,0,unemployed,2021,10404
12445,5,1,1,1,below_minimum_legal_work_age,2021,10405
12446,4,1,1,1,employed,2021,10406
12447,7,1,1,1,below_minimum_legal_work_age,2021,10407
12448,34,1,1,1,employed,2021,10408
12449,16,1,1,1,employed,2021,10409
12450,15,1,1,1,unemployed,2021,10410
12451,4,1,1,0,unemployed,2021,10411
12452,8,1,1,0,employed,2021,10412
12453,32,0,1,1,employed,2021,10413
12454,6,1,0,1,unemployed,2021,10414
12455,27,1,1,1,employed,2021,10415
12456,30,1,1,1,employed,2021,10416
12457,37,0,1,0,unemployed,2021,10417
12458,7,1,1,0,employed,2021,10418
12459,7,1,1,1,employed,2021,10419
12460,14,1,1,0,employed,2021,10420
12461,21,1,1,1,employed,2021,10421
12462,10,1,0,1,unemployed,2021,10422
12463,8,1,0,0,unemployed,2021,10423
12464,10,1,0,0,employed,2021,10424
12465,32,1,0,0,employed,2021,10425
12466,34,1,0,1,unemployed,2021,10426
12467,16,1,1,1,unemployed,2021,10427
12468,20,1,1,0,unemployed,2021,10428
12469,28,1,1,0,employed,2021,10429
12470,34,1,1,1,employed,2021,10430
12471,16,1,0,1,employed,2021,10431
12472,23,1,0,0,employed,2021,10432
12473,7,1,1,0,employed,2021,10433
12474,8,0,1,1,below_minimum_legal_work_age,2021,10434
12475,7,0,0,1,employed,2021,10435
12476,10,0,0,0,employed,2021,10436
12477,31,1,0,1,unemployed,2021,10437
12478,11,0,1,1,employed,2021,10438
12479,30,0,1,1,unemployed,2021,10439
12480,7,1,1,1,employed,2021,10440
12481,6,0,1,1,unemployed,2021,10441
12482,7,1,1,0,unemployed,2021,10442
12483,21,1,1,0,employed,2021,10443
12484,27,1,1,0,employed,2021,10444
12485,8,1,0,1,unemployed,2021,10445
12486,10,1,1,0,employed,2021,10446
12487,7,1,1,0,employed,2021,10447
12488,13,0,0,0,employed,2021,10448
12489,12,1,1,1,employed,2021,10449
12490,4,1,1,0,below_minimum_legal_work_age,2021,10450
12491,13,1,0,1,unemployed,2021,10451
12492,7,1,1,0,unemployed,2021,10452
12493,14,0,1,0,employed,2021,10453
12494,37,1,0,0,below_minimum_legal_work_age,2021,10454
12495,12,1,1,0,employed,2021,10455
12496,6,1,0,1,below_minimum_legal_work_age,2021,10456
12497,11,1,1,0,unemployed,2021,10457
12498,8,1,1,1,unemployed,2021,10458
12499,29,0,0,1,employed,2021,10459
12500,29,1,1,1,employed,2021,10460
12501,26,1,1,1,unemployed,2021,10461
12502,15,1,0,1,employed,2021,10462
12503,17,1,1,1,employed,2021,10463
12504,10,1,1,1,employed,2021,10464
12505,34,1,0,1,unemployed,2021,10465
12506,22,0,0,1,employed,2021,10466
12507,39,1,1,0,employed,2021,10467
12508,23,1,0,1,employed,2021,10468
12509,13,1,1,1,employed,2021,10469
12510,21,0,0,1,employed,2021,10470
12511,11,1,1,1,below_minimum_legal_work_age,2021,10471
12512,10,0,1,1,unemployed,2021,10472
12513,28,1,1,1,employed,2021,10473
12514,21,1,1,1,employed,2021,10474
12515,24,1,1,0,unemployed,2021,10475
12516,7,0,1,1,below_minimum_legal_work_age,2021,10476
12517,20,1,1,1,employed,2021,10477
12518,9,1,1,0,below_minimum_legal_work_age,2021,10478
12519,39,1,1,1,unemployed,2021,10479
12520,12,1,1,1,employed,2021,10480
12521,29,1,0,0,unemployed,2021,10481
12522,23,1,0,0,employed,2021,10482
12523,15,1,0,0,employed,2021,10483
12524,5,1,1,1,employed,2021,10484
12525,12,1,0,1,unemployed,2021,10485
12526,8,1,0,1,employed,2021,10486
12527,11,1,0,1,employed,2021,10487
12528,7,1,1,1,unemployed,2021,10488
12529,24,1,1,1,below_minimum_legal_work_age,2021,10489
12530,8,1,0,0,employed,2021,10490
12531,10,1,0,0,unemployed,2021,10491
12532,36,1,1,1,unemployed,2021,10492
12533,11,1,1,1,unemployed,2021,10493
12534,34,1,1,1,unemployed,2021,10494
12535,9,0,1,1,unemployed,2021,10495
12536,5,1,0,1,unemployed,2021,10496
12537,6,1,1,1,employed,2021,10497
12538,38,1,1,1,employed,2021,10498
12539,12,1,1,1,employed,2021,10499
12540,10,1,1,0,employed,2021,10500
12541,17,1,0,1,below_minimum_legal_work_age,2021,10501
12542,8,1,1,1,employed,2021,10502
12543,28,1,1,1,unemployed,2021,10503
12544,18,0,0,0,employed,2021,10504
12545,13,1,1,1,employed,2021,10505
12546,9,1,1,0,employed,2021,10506
12547,20,1,1,0,below_minimum_legal_work_age,2021,10507
12548,6,1,0,0,employed,2021,10508
12549,6,1,1,0,employed,2021,10509
12550,9,1,1,1,employed,2021,10510
12551,13,1,1,1,employed,2021,10511
12552,8,1,0,1,unemployed,2021,10512
12553,32,1,1,1,employed,2021,10513
12554,12,1,0,1,unemployed,2021,10514
12555,4,1,1,1,employed,2021,10515
12556,7,1,1,1,employed,2021,10516
12557,7,1,1,1,employed,2021,10517
12558,20,1,1,1,employed,2021,10518
12559,12,1,0,0,unemployed,2021,10519
12560,10,1,0,1,employed,2021,10520
12561,7,1,1,1,employed,2021,10265
12562,20,1,1,0,employed,2021,10042
12563,8,1,1,1,employed,2021,10001
12564,7,1,1,1,unemployed,2021,10358
12565,30,1,0,1,unemployed,2021,10343
12566,10,1,1,0,employed,2021,10210
12567,32,1,1,1,employed,2021,10280
12568,31,1,1,1,employed,2021,10242
12569,11,1,1,0,unemployed,2021,10313
12570,5,1,1,0,employed,2021,10143
12571,36,1,1,0,employed,2021,10360
12572,21,1,1,0,below minimum working age,2021,10357
12573,24,1,1,0,unemployed,2021,10207
12574,9,1,0,0,employed,2021,10340
12575,13,1,1,1,employed,2021,10072
12576,10,1,1,0,unemployed,2021,10182
12577,9,1,1,0,employed,2021,10342
12578,7,1,1,1,employed,2021,10275
12579,27,1,1,0,employed,2021,10175
12580,27,1,1,1,employed,2021,10294
12581,36,0,1,0,unemployed,2021,10333
12582,20,0,1,0,unemployed,2021,10020
12583,12,1,1,0,employed,2021,10304
12584,6,0,1,1,unemployed,2021,10170
12585,17,1,1,1,unemployed,2021,10258
12586,23,1,0,0,unemployed,2021,10238
12587,7,0,1,0,employed,2021,10195
12588,26,1,1,1,below minimum working age,2021,10078
12589,33,1,1,0,employed,2021,10190
12590,10,0,1,1,employed,2021,10139
12591,10,1,1,0,unemployed,2021,10082
12592,30,1,1,0,unemployed,2021,10165
12593,34,1,1,1,unemployed,2021,10344
12594,14,1,1,1,unemployed,2021,10303
12595,24,1,1,0,below minimum working age,2021,10076
12596,6,1,1,1,employed,2021,10019
12597,29,1,0,0,employed,2021,10290
12598,38,1,0,1,employed,2021,10151
12599,30,1,1,0,employed,2021,10288
12600,9,1,1,0,unemployed,2021,10354
12601,4,0,0,1,unemployed,2022,10521
12602,31,1,0,0,unemployed,2022,10522
12603,22,1,0,1,unemployed,2022,10523
12604,21,0,0,0,unemployed,2022,10524
12605,8,1,0,1,unemployed,2022,10525
12606,9,0,0,1,employed,2022,10526
12607,5,1,0,0,employed,2022,10527
12608,32,0,1,0,below_minimum_legal_work_age,2022,10528
12609,23,1,1,1,employed,2022,10529
12610,12,1,1,1,unemployed,2022,10530
12611,19,1,0,1,employed,2022,10531
12612,28,0,0,0,employed,2022,10532
12613,35,0,1,0,employed,2022,10533
12614,17,1,1,1,employed,2022,10534
12615,6,0,1,1,employed,2022,10535
12616,20,1,0,1,employed,2022,10536
12617,20,1,1,1,employed,2022,10537
12618,31,0,0,1,employed,2022,10538
12619,24,0,0,1,unemployed,2022,10539
12620,21,1,1,0,unemployed,2022,10540
12621,38,1,1,1,unemployed,2022,10541
12622,18,0,1,1,employed,2022,10542
12623,9,1,0,0,unemployed,2022,10543
12624,6,1,1,1,unemployed,2022,10544
12625,9,1,1,1,employed,2022,10545
12626,6,1,0,1,employed,2022,10546
12627,6,1,0,1,unemployed,2022,10547
12628,35,1,1,1,employed,2022,10548
12629,25,1,1,1,unemployed,2022,10549
12630,6,1,1,1,employed,2022,10550
12631,23,1,0,1,employed,2022,10551
12632,24,1,1,1,unemployed,2022,10552
12633,27,1,1,1,unemployed,2022,10553
12634,37,1,1,1,unemployed,2022,10554
12635,7,1,1,1,employed,2022,10555
12636,6,0,1,1,employed,2022,10556
12637,13,1,1,0,employed,2022,10557
12638,10,1,1,0,employed,2022,10558
12639,12,1,1,1,employed,2022,10559
12640,4,0,1,1,employed,2022,10560
12641,40,0,0,1,employed,2022,10561
12642,30,1,1,1,unemployed,2022,10562
12643,24,1,1,1,employed,2022,10563
12644,20,1,1,1,employed,2022,10564
12645,29,1,0,0,employed,2022,10565
12646,13,1,1,0,unemployed,2022,10566
12647,5,1,1,1,employed,2022,10567
12648,6,1,1,1,below_minimum_legal_work_age,2022,10568
12649,30,1,1,1,employed,2022,10569
12650,11,1,0,0,unemployed,2022,10570
12651,40,1,1,1,employed,2022,10571
12652,11,1,1,1,employed,2022,10572
12653,7,1,1,1,unemployed,2022,10573
12654,12,1,1,1,employed,2022,10574
12655,12,1,1,0,employed,2022,10575
12656,6,1,1,1,employed,2022,10576
12657,28,1,1,1,employed,2022,10577
12658,22,1,0,1,employed,2022,10578
12659,33,1,0,1,employed,2022,10579
12660,13,1,1,1,employed,2022,10580
12661,9,1,0,1,unemployed,2022,10581
12662,6,1,0,0,employed,2022,10582
12663,25,0,0,1,employed,2022,10583
12664,6,0,0,1,employed,2022,10584
12665,11,1,0,1,employed,2022,10585
12666,39,1,0,0,employed,2022,10586
12667,13,1,0,0,unemployed,2022,10587
12668,18,1,0,0,employed,2022,10588
12669,14,1,1,0,employed,2022,10589
12670,26,0,1,1,unemployed,2022,10590
12671,12,0,1,0,unemployed,2022,10591
12672,16,1,1,1,employed,2022,10592
12673,4,1,1,0,employed,2022,10593
12674,6,1,1,1,employed,2022,10594
12675,11,1,0,1,employed,2022,10595
12676,40,1,1,1,employed,2022,10596
12677,9,1,1,1,employed,2022,10597
12678,27,0,1,1,below_minimum_legal_work_age,2022,10598
12679,10,1,1,1,employed,2022,10599
12680,12,1,0,0,employed,2022,10600
12681,4,1,1,1,unemployed,2022,10601
12682,38,1,0,1,employed,2022,10602
12683,14,1,0,0,employed,2022,10603
12684,27,1,1,0,unemployed,2022,10604
12685,34,1,0,1,employed,2022,10605
12686,36,1,1,1,employed,2022,10606
12687,27,1,1,1,unemployed,2022,10607
12688,13,1,0,1,employed,2022,10608
12689,27,1,0,1,unemployed,2022,10609
12690,37,0,1,1,employed,2022,10610
12691,22,1,1,1,employed,2022,10611
12692,14,1,1,1,employed,2022,10612
12693,29,1,0,1,employed,2022,10613
12694,27,1,0,0,employed,2022,10614
12695,11,1,1,1,below_minimum_legal_work_age,2022,10615
12696,27,1,1,1,employed,2022,10616
12697,22,0,1,1,unemployed,2022,10617
12698,6,1,1,1,employed,2022,10618
12699,30,1,1,1,employed,2022,10619
12700,4,1,1,1,employed,2022,10620
12701,19,1,1,1,employed,2022,10621
12702,17,1,1,1,unemployed,2022,10622
12703,12,1,0,1,unemployed,2022,10623
12704,16,1,1,1,unemployed,2022,10624
12705,20,1,0,0,employed,2022,10625
12706,36,1,0,1,employed,2022,10626
12707,6,1,1,1,unemployed,2022,10627
12708,12,1,1,1,employed,2022,10628
12709,31,0,1,0,unemployed,2022,10629
12710,11,1,1,1,below_minimum_legal_work_age,2022,10630
12711,4,1,1,0,employed,2022,10631
12712,38,1,1,1,employed,2022,10632
12713,16,1,0,1,employed,2022,10633
12714,23,0,1,0,employed,2022,10634
12715,6,1,0,0,below_minimum_legal_work_age,2022,10635
12716,5,0,1,1,employed,2022,10636
12717,7,1,1,0,unemployed,2022,10637
12718,7,0,1,1,unemployed,2022,10638
12719,34,1,1,1,unemployed,2022,10639
12720,7,1,0,1,unemployed,2022,10640
12721,12,1,0,1,employed,2022,10641
12722,5,1,1,0,unemployed,2022,10642
12723,6,0,0,1,unemployed,2022,10643
12724,13,1,1,0,employed,2022,10644
12725,11,1,0,1,employed,2022,10645
12726,13,0,1,0,employed,2022,10646
12727,13,1,1,1,employed,2022,10647
12728,6,1,1,0,employed,2022,10648
12729,7,1,1,1,employed,2022,10649
12730,20,1,1,1,unemployed,2022,10650
12731,34,1,1,1,unemployed,2022,10651
12732,9,1,1,1,employed,2022,10652
12733,24,1,1,0,unemployed,2022,10653
12734,8,1,0,0,below_minimum_legal_work_age,2022,10654
12735,16,1,1,0,employed,2022,10655
12736,4,1,1,1,employed,2022,10656
12737,17,1,1,0,unemployed,2022,10657
12738,8,1,1,0,unemployed,2022,10658
12739,11,1,0,1,employed,2022,10659
12740,6,1,1,1,employed,2022,10660
12741,30,1,0,1,unemployed,2022,10661
12742,11,1,0,1,employed,2022,10662
12743,31,1,1,0,employed,2022,10663
12744,31,0,1,1,employed,2022,10664
12745,11,0,0,1,unemployed,2022,10665
12746,8,1,1,0,unemployed,2022,10666
12747,28,1,1,1,employed,2022,10667
12748,8,1,1,0,unemployed,2022,10668
12749,28,1,0,1,unemployed,2022,10669
12750,39,0,1,0,employed,2022,10670
12751,20,1,1,1,employed,2022,10671
12752,10,1,1,0,unemployed,2022,10672
12753,10,0,1,1,unemployed,2022,10673
12754,4,0,1,1,employed,2022,10674
12755,18,1,0,0,employed,2022,10675
12756,5,1,0,1,employed,2022,10676
12757,27,0,1,1,below_minimum_legal_work_age,2022,10677
12758,11,0,1,1,employed,2022,10678
12759,15,1,1,1,unemployed,2022,10679
12760,6,1,1,0,unemployed,2022,10680
12761,4,1,1,0,employed,2022,10480
12762,30,1,1,1,employed,2022,10498
12763,6,1,1,0,employed,2022,10004
12764,5,1,0,0,employed,2022,10069
12765,7,1,1,0,employed,2022,10169
12766,35,1,0,0,employed,2022,10290
12767,27,1,1,0,employed,2022,10094
12768,5,0,1,0,below minimum working age,2022,10075
12769,7,1,1,0,employed,2022,10304
12770,21,1,1,1,employed,2022,10225
12771,6,1,1,0,employed,2022,10450
12772,24,1,1,0,unemployed,2022,10079
12773,37,1,1,0,employed,2022,10250
12774,18,1,1,0,employed,2022,10404
12775,29,1,1,0,employed,2022,10223
12776,23,1,1,0,employed,2022,10408
12777,7,1,1,0,unemployed,2022,10070
12778,39,1,1,1,employed,2022,10248
12779,32,1,1,0,employed,2022,10103
12780,6,1,1,0,unemployed,2022,10445
12781,9,1,1,0,employed,2022,10516
